id,year,appendix,taxon,class,ord,family,genus,term,quantity,unit,importer,exporter,origin,purpose,source,reporter_type,import_permit_randomid,export_permit_randomid,origin_permit_randomid
1886312,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,,US,CN,,P,W,I,,,
1886313,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,20,,CH,HK,XX,E,I,I,,,
1886314,2000,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,bodies,1,,PL,FR,XX,L,I,E,,,
1886315,2002,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,8,,US,TG,,T,W,E,,c7b409afe9,
3398550,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,9,"",US,CN,XX,T,I,I,"","",""
2379602,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,10,"",JP,TH,"",T,C,I,"",a16b514dea,""
2379603,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,30,"",JP,TH,"",T,C,I,"",5ee344edd1,""
2379604,1999,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,live,60,"",JP,TH,"",T,C,I,"",9ecea85bbe,""
2379605,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,2,"",GB,CM,"","",I,I,"","",""
2379606,2000,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",GB,DJ,"","",I,I,"","",""
2379607,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",SI,HK,XX,E,I,I,"",b865d421dd,""
2379608,2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,4,"",SI,HK,XX,E,I,I,"",d66fa92569,""
2379609,2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,TH,ID,P,I,I,"","",""
2379610,2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,meat,2,kg,US,TH,"",T,I,I,"","",""
2379611,2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",NO,CH,XX,L,I,I,"",cd2874d57d,""
2379612,2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",AE,CH,XX,E,I,I,7515587d68,"",""
2379613,2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",AE,CH,XX,"",I,E,"","",""
2379614,2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",NO,CH,XX,"",I,E,"","",""
2379615,2001,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,1,"",US,GQ,"",S,W,E,"",ca29daacf5,""
2379616,2000,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,specimens,2,"",AT,BJ,"",S,W,E,"",6bfbf5363e,""
2379617,2000,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,specimens,40,"",US,CF,"",S,W,I,"",dc535216d3,""
2379618,2000,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,specimens,40,"",US,CF,"",S,W,E,"",2135dca3e4,""
2883695,2004,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,24,g,US,LA,"",S,I,I,"","",""
2883696,2004,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,2655,"",ID,XX,"",L,I,I,9d31f7f84c,"",""
2883697,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),3,"",US,MX,XX,P,W,I,"","",""
2883698,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,LA,"",T,W,I,"","",""
2883699,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,3,"",US,TH,XX,P,I,I,"","",""
2883700,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,U,I,"","",""
2883701,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1,"",US,TH,XX,P,I,I,"","",""
2883702,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1,"",US,TH,XX,P,I,I,"","",""
2883703,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,PH,XX,T,I,I,"","",""
2883704,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,meat,65,g,US,LA,"",P,W,I,"","",""
2883705,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,62,g,US,LA,"",P,I,I,"","",""
2883706,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,9,"",US,TH,XX,P,I,I,"","",""
2883707,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,4,"",US,MX,XX,P,W,I,"",e85fb541b7,""
2883708,2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,15,"",US,TW,XX,P,I,I,"","",""
2883709,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1,"",KE,GB,TZ,Q,O,E,"",87b4a03a2b,""
2883710,2004,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,3,"",US,TG,"",T,W,E,"",1183913882,""
3398548,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,carvings,1,"",GB,KE,TZ,Q,O,E,"",421c8385c4,""
3398549,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,9,"",US,CN,XX,T,I,I,"","",""
3398519,2007,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,specimens,1,"",US,PH,"",S,W,E,"",42f2cf907d,""
3398520,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398521,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398522,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skin pieces,1,"",US,MX,XX,P,I,I,"","",""
3398523,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,tails,1,"",US,LA,"",P,I,I,"","",""
3398524,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,38,g,US,LA,"",P,I,I,"","",""
3398525,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,40,"",US,TH,"",S,W,I,"",08e6080e82,""
3398526,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398527,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398528,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398529,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,MY,XX,P,W,I,"","",""
3398530,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,W,I,"","",""
3398531,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,24,"",US,VN,"",T,W,I,"","",""
3398532,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398533,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398534,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,XX,"",P,I,I,"","",""
3398535,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398536,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,100,"",US,HK,XX,L,I,I,"",1d5c3caf51,""
3398537,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MY,XX,P,W,I,"","",""
3398538,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398539,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,XX,"",P,I,I,"","",""
3398540,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398541,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398542,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,"",P,I,I,"","",""
3398543,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,0.296,kg,US,TH,"",P,I,I,"","",""
3398544,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,CM,"",P,I,I,"","",""
3398545,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,20,flasks,US,TH,"",S,W,E,"",08e6080e82,""
3398546,2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,20,flasks,US,TH,"",S,W,E,"",08e6080e82,""
3398547,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1,"",GB,KE,TZ,Q,O,I,57eaeb445d,f1f541416c,""
3398551,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398552,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,12,"",US,CN,XX,T,I,I,"","",""
3398553,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (large),2,"",US,MX,"",P,I,I,"","",""
3398554,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,72,"",US,CN,XX,P,I,I,"","",""
3398555,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,5,"",US,CM,"",S,W,I,"",10490be1f2,""
3398556,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398557,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MX,XX,P,I,I,"","",""
3398558,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398559,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398560,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,GH,"",P,I,I,"","",""
3398561,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398562,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398563,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MX,XX,P,I,I,"","",""
3398564,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,30,"",US,CN,XX,T,I,I,"","",""
3398565,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398566,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MX,XX,P,I,I,"","",""
3398567,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,32,"",US,CN,XX,T,I,I,"","",""
3398568,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,16,"",US,CN,XX,P,I,I,"","",""
3398569,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,specimens,1,"",US,PH,"",S,W,I,"",a93010e30d,""
3398570,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398571,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,45,"",US,CN,XX,T,I,I,"","",""
3398572,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,32,"",US,CN,XX,T,I,I,"","",""
3398573,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3398574,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,2,kg,US,CM,"",P,I,I,"","",""
3398575,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,112,"",US,CN,XX,T,I,I,"","",""
3398576,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,MX,XX,P,I,I,"","",""
3398577,2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",NZ,CN,XX,P,I,I,"","",""
3398578,2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,specimens,21,"",US,CM,"",S,W,I,"",10490be1f2,""
3398579,2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,skulls,10,"",US,CM,"",T,W,I,"",71a614ce2a,""
3398580,2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,skulls,4,"",US,CM,"",T,I,I,"",40d97b4429,""
3398581,2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,skeletons,10,"",US,CM,"",T,I,I,"",40d97b4429,""
4386895,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,"",US,CN,XX,P,I,I,"","",""
3913767,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,2,"",KW,CH,XX,E,U,I,769f133a7a,"",""
3913768,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,2,"",CH,KW,XX,E,I,E,"",3d4cc74cb5,""
3913769,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,tails,1,"",US,LA,"",P,I,I,"","",""
3913770,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,23,g,US,LA,"",P,I,I,"","",""
3913771,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (large),2,"",US,PH,"",T,I,I,"","",""
3913772,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,19,"",US,VN,XX,P,I,I,"","",""
3913773,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,4,"",US,CN,XX,P,I,I,"","",""
3913774,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,T,I,I,"","",""
3913775,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,shoes,2,"",US,XX,"",P,I,I,"","",""
3913776,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,XX,"",P,I,I,"","",""
3913777,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,3,"",US,DE,CN,P,I,I,"","",""
3913778,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,"",P,I,I,"","",""
3913779,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,P,I,I,"","",""
3913780,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,CN,"",P,I,I,"","",""
3913781,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,22,"",US,CN,XX,T,I,I,"","",""
3913782,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,T,I,I,"","",""
3913783,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,140,"",US,CN,XX,T,I,I,"","",""
3913784,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,12,"",US,CN,XX,T,I,I,"","",""
3913785,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,T,I,I,"","",""
3913786,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,1,"",US,NG,"",P,I,I,"","",""
3913787,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,120,"",US,VN,XX,T,I,I,"","",""
3913788,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,2,"",KW,CH,XX,E,I,E,"",8611a5387f,""
3913789,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,2,"",CH,KW,XX,E,I,I,"",abaa816677,""
3913790,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1.8,g,AU,NZ,CN,L,I,E,"",4500f73218,""
4386837,2009,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,specimens,6,"",US,PH,"",S,W,E,"",a786689c92,""
4386838,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",US,HK,XX,P,I,I,"","",""
3913791,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,10.4,g,AU,NZ,CN,L,I,E,"",4500f73218,""
3913792,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",NZ,VN,"",P,I,I,"","",""
3913793,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,45,"",NZ,CN,XX,P,I,I,"","",""
3913794,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,17,"",NZ,CN,XX,P,I,I,"","",""
3913795,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,9,"",NZ,CN,XX,P,I,I,"","",""
3913796,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,"",NZ,CN,XX,P,I,I,"","",""
3913797,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,"",NZ,CN,XX,P,I,I,"","",""
3913798,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",NZ,CN,XX,P,I,I,"","",""
3913799,2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",NZ,CN,XX,P,I,I,"","",""
3913800,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",NO,CN,"","",I,I,"","",""
3913801,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,1,"",NZ,BR,"",P,I,I,"","",""
3913802,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,60,g,NZ,CN,"",P,I,I,"","",""
3913803,2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,live,1,"",NL,TG,"",T,W,E,"",f8505e158f,""
4386894,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,T,I,I,"","",""
4386896,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",US,CN,XX,P,I,I,"","",""
4386897,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386898,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,"",P,I,I,"","",""
4386899,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,P,I,I,"","",""
4386900,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,3,"",US,CN,"",P,I,I,"","",""
4386901,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,3,"",US,CN,XX,P,I,I,"","",""
4386902,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,claws,1,"",US,LA,"",P,I,I,"","",""
4386903,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,tails,1,"",US,LA,"",P,I,I,"","",""
4386904,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,unspecified,1,"",US,LA,"",P,I,I,"","",""
4386905,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,meat,4,"",US,LR,LI,P,I,I,"","",""
4386906,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386839,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",US,CN,XX,P,I,I,"","",""
4386907,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386840,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386841,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386908,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386909,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,500,kg,CN,SG,MY,T,W,I,0be003a715,c61f4a801c,28173ddc76
4386910,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",NZ,CN,"",P,I,I,"","",""
4386911,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,500,"",NZ,CN,"",P,I,I,"","",""
4386842,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386843,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386844,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386845,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),1,"",US,MX,XX,P,I,I,"","",""
4386846,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386847,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,meat,0.454,kg,US,GH,"",P,I,I,"","",""
4386848,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,meat,2,kg,US,GH,"",P,I,I,"","",""
4386849,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,60,"",US,CN,"",P,I,I,"","",""
4386850,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,32,"",US,CN,"",T,I,I,"","",""
4386851,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,24,"",US,XX,"",P,I,I,"","",""
4386852,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,20,"",US,CN,"",P,I,I,"","",""
4386853,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,15,"",US,VN,"",P,I,I,"","",""
4386854,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,8,"",US,LA,"",P,I,I,"","",""
4386855,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,CN,"",P,I,I,"","",""
4386856,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,CN,"",P,I,I,"","",""
4386857,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,"",P,I,I,"","",""
4386858,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,3,"",US,CN,XX,P,I,I,"","",""
4386859,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,"",US,CN,XX,P,I,I,"","",""
4386860,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,0.13,kg,US,TH,XX,T,I,I,"","",""
4386861,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,scales,50,"",US,UG,XX,T,I,I,"","",""
4386862,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,50,"",US,HK,XX,P,I,I,"","",""
4386863,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,40,"",US,CN,XX,T,I,I,"","",""
4386864,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,40,"",US,CN,XX,P,I,I,"","",""
4386865,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,36,"",US,CN,XX,P,I,I,"","",""
4386866,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,32,"",US,CN,XX,P,I,I,"","",""
4386867,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,12,"",US,CN,XX,P,I,I,"","",""
4386868,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,P,I,I,"","",""
4386869,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,P,I,I,"","",""
4386870,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,9,"",US,CN,XX,T,I,I,"","",""
4386871,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,"",US,CN,XX,T,I,I,"","",""
4386872,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,4,"",US,CN,XX,P,I,I,"","",""
4386873,2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,3,"",US,CN,XX,P,I,I,"","",""
4386874,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386875,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386876,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,leather products (small),2,"",US,MX,XX,P,I,I,"","",""
4386877,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,VN,"",T,I,I,"","",""
4386878,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,7,"",US,VN,"",T,I,I,"","",""
4386879,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,20,"",US,VN,"",P,I,I,"","",""
4386880,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,16,"",US,VN,"",P,I,I,"","",""
4386881,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,VN,XX,P,I,I,"","",""
4386882,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,100,"",US,VN,"",P,I,I,"","",""
4386883,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,skins,1,"",US,CI,"",T,I,I,"","",""
4386884,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,bodies,3,"",US,CM,"",P,I,I,"","",""
4386885,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,2,kg,US,CN,XX,P,I,I,"","",""
4386886,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,6,"",US,CN,XX,P,I,I,"","",""
4386887,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,440,"",US,CN,XX,T,I,I,"","",""
4386888,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,1,"",US,CN,XX,P,I,I,"","",""
4386889,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,10,"",US,CN,XX,T,I,I,"","",""
4386890,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,5,"",US,CN,XX,T,I,I,"","",""
4386891,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,4,"",US,CN,XX,P,I,I,"","",""
4386892,2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,derivatives,4,"",US,CN,XX,P,I,I,"","",""
